OrphaCode,curie,label,descendent_OrphaCode,descendent_Name,genes_curie,genes_gene_symbol,genes_association_type,DisorderGeneAssociationStatus
97245,GARD:0005898,Myopathy congenital,467176,Severe hypotonia-psychomotor developmental delay-strabismus-cardiac septal defect syndrome,HGNC:28033,CCDC174,Disease-causing germline mutation(s) in,Assessed
98473,GARD:0007922,Muscular dystrophy,589821,Congenital-onset Steinert myotonic dystrophy,HGNC:2933,DMPK,Disease-causing germline mutation(s) in,Assessed
739,GARD:0005575,Prader-Willi syndrome,177910,Prader-Willi syndrome due to imprinting mutation,HGNC:6814,MAGEL2,Role in the phenotype of,Assessed
93548,GARD:0012736,Glomerular disease,536,Systemic lupus erythematosus,HGNC:23326,PXK,Major susceptibility factor in,Assessed
97242,GARD:0009138,Congenital muscular dystrophy,370959,Congenital muscular dystrophy with cerebellar involvement,HGNC:9202,POMT1,Disease-causing germline mutation(s) in,Assessed
26791,GARD:0006523,Glutaric acidemia type II,394529,"Multiple acyl-CoA dehydrogenase deficiency, severe neonatal type",HGNC:3483,ETFDH,Disease-causing germline mutation(s) in,Assessed
444116,GARD:0006611,Hereditary amyloidosis,238269,AApoAII amyloidosis,HGNC:601,APOA2,Disease-causing germline mutation(s) in,Assessed
280886,GARD:0010941,Anterior uveitis,85408,Rheumatoid factor-negative polyarticular juvenile idiopathic arthritis,HGNC:9650,PTPN2,Major susceptibility factor in,Assessed
140997,GARD:0010692,Orofaciodigital syndromes,508501,Oral-facial-digital syndrome with short stature and brachymesophalangy,HGNC:17367,IFT57,Disease-causing germline mutation(s) in,Assessed
135,GARD:0000231,Leukoencephalopathy with vanishing white matter,99853,Ovarioleukodystrophy,HGNC:3260,EIF2B4,Disease-causing germline mutation(s) in,Assessed
137,GARD:0010307,Congenital disorders of glycosylation,370959,Congenital muscular dystrophy with cerebellar involvement,HGNC:17997,FKRP,Disease-causing germline mutation(s) in,Assessed
255,GARD:0012144,GTPCH1-deficient DRD,98808,Autosomal dominant dopa-responsive dystonia,HGNC:4193,GCH1,Disease-causing germline mutation(s) in,Assessed
53739,GARD:0012683,Distal hereditary motor neuropathy,476093,Autosomal dominant distal axonal motor neuropathy-myofibrillar myopathy syndrome,HGNC:30171,HSPB8,Disease-causing germline mutation(s) in,Assessed
68356,GARD:0006895,Leukodystrophy,556985,Early-onset calcifying leukoencephalopathy-skeletal dysplasia,HGNC:2433,CSF1R,Disease-causing germline mutation(s) in,Assessed
3394,GARD:0004898,Soft tissue sarcoma,209916,Extraskeletal myxoid chondrosarcoma,HGNC:11547,TAF15,Part of a fusion gene in,Assessed
436,GARD:0006734,Hypophosphatasia,247676,Adult hypophosphatasia,HGNC:438,ALPL,Disease-causing germline mutation(s) (loss of function) in,Assessed
156207,GARD:0003342,Macroglossia,231117,Beckwith-Wiedemann syndrome due to imprinting defect of 11p15,HGNC:4713,H19,Role in the phenotype of,Assessed
251595,GARD:0005907,Diffuse astrocytoma,251598,Protoplasmic astrocytoma,HGNC:5383,IDH2,Biomarker tested in,Assessed
137,GARD:0010307,Congenital disorders of glycosylation,370959,Congenital muscular dystrophy with cerebellar involvement,HGNC:19139,POMGNT1,Disease-causing germline mutation(s) in,Assessed
513,GARD:0000522,Acute lymphoblastic leukemia,585877,B-lymphoblastic leukemia/lymphoma with recurrent genetic abnormality,HGNC:10471,RUNX1,Part of a fusion gene in,Assessed
247,GARD:0005847,Arrhythmogenic right ventricular cardiomyopathy,293910,"Familial isolated arrhythmogenic ventricular dysplasia, right dominant form",HGNC:10484,RYR2,Disease-causing germline mutation(s) in,Assessed
1329,GARD:0001454,Complete atrioventricular canal,99068,Complete atrioventricular septal defect-tetralogy of Fallot,HGNC:14630,CRELD1,Major susceptibility factor in,Assessed
513,GARD:0009240,Childhood acute lymphoblastic leukemia,585877,B-lymphoblastic leukemia/lymphoma with recurrent genetic abnormality,HGNC:76,ABL1,Part of a fusion gene in,Assessed
93969,GARD:0003475,Myelomeningocele,268762,Cervical spina bifida cystica,HGNC:11515,TBXT,Major susceptibility factor in,Assessed
79238,GARD:0005392,Galactose epimerase deficiency,308487,Generalized galactose epimerase deficiency,HGNC:4116,GALE,Disease-causing germline mutation(s) in,Assessed
247,GARD:0005847,Arrhythmogenic right ventricular cardiomyopathy,293899,"Familial isolated arrhythmogenic ventricular dysplasia, biventricular form",HGNC:15710,LDB3,Disease-causing germline mutation(s) in,Assessed
79373,GARD:0006317,Ectodermal dysplasia,247820,Ectodermal dysplasia-syndactyly syndrome,HGNC:19688,NECTIN4,Disease-causing germline mutation(s) in,Assessed
513,GARD:0009240,Childhood acute lymphoblastic leukemia,585877,B-lymphoblastic leukemia/lymphoma with recurrent genetic abnormality,HGNC:8997,PIP4K2A,Major susceptibility factor in,Assessed
683,GARD:0007471,Progressive supranuclear palsy,240094,Progressive supranuclear palsy-pure akinesia with gait freezing syndrome,HGNC:6893,MAPT,Major susceptibility factor in,Assessed
97242,GARD:0009138,Congenital muscular dystrophy,370980,Congenital muscular dystrophy without intellectual disability,HGNC:37276,CRPPA,Disease-causing germline mutation(s) (loss of function) in,Assessed
3394,GARD:0004898,Soft tissue sarcoma,209916,Extraskeletal myxoid chondrosarcoma,HGNC:11623,TCF12,Part of a fusion gene in,Assessed
401854,GARD:0012679,Lipoic acid biosynthesis defects,569274,Multiple mitochondrial dysfunctions syndrome type 5,HGNC:28660,ISCA1,Disease-causing germline mutation(s) in,Assessed
612,GARD:0004459,Potassium aggravated myotonia,99735,Myotonia permanens,HGNC:10591,SCN4A,Disease-causing germline mutation(s) in,Assessed
98634,GARD:0003026,Iridogoniodysgenesis type 2,519388,Autosomal recessive anterior segment dysgenesis,HGNC:23228,CPAMD8,Disease-causing germline mutation(s) in,Assessed
2162,GARD:0006665,Holoprosencephaly,280195,Septopreoptic holoprosencephaly,HGNC:12873,ZIC2,Disease-causing germline mutation(s) in,Assessed
182058,GARD:0012959,Primary orthostatic hypotension,2828,Young-onset Parkinson disease,HGNC:14348,HTRA2,Candidate gene tested in,Not yet assessed
247,GARD:0005847,Arrhythmogenic right ventricular cardiomyopathy,293910,"Familial isolated arrhythmogenic ventricular dysplasia, right dominant form",HGNC:6207,JUP,Disease-causing germline mutation(s) in,Assessed
90114,GARD:0012436,Autosomal dominant intermediate Charcot-Marie-Tooth,324585,Autosomal dominant intermediate Charcot-Marie-Tooth disease with neuropathic pain,HGNC:7225,MPZ,Disease-causing germline mutation(s) in,Assessed
685,GARD:0006637,Hereditary spastic paraplegia,171617,Autosomal dominant spastic paraplegia type 38,HGNC:33485,SPG38,Disease-causing germline mutation(s) in,Assessed
91378,GARD:0005979,Hereditary angioedema,599418,Hereditary angioedema with normal C1Inh not related to F12 or PLG variant,HGNC:14178,HS3ST6,Disease-causing germline mutation(s) in,Assessed
217071,GARD:0008417,Renal cell carcinoma 4,319308,MiT family translocation renal cell carcinoma,HGNC:9343,PRCC,Part of a fusion gene in,Assessed
616,GARD:0007005,Medulloblastoma,251858,Medulloblastoma with extensive nodularity,HGNC:16466,SUFU,Major susceptibility factor in,Assessed
79225,GARD:0007672,Sphingolipidosis,309178,"Tay-Sachs disease, B variant, infantile form",HGNC:4878,HEXA,Disease-causing germline mutation(s) in,Assessed
93548,GARD:0012736,Glomerular disease,536,Systemic lupus erythematosus,HGNC:6990,MECP2,Major susceptibility factor in,Assessed
226298,GARD:0012280,Central congenital hypothyroidism,226307,Hypothyroidism due to deficient transcription factors involved in pituitary development or function,HGNC:21734,LHX4,Disease-causing germline mutation(s) in,Assessed
513,GARD:0009240,Childhood acute lymphoblastic leukemia,99860,Precursor B-cell acute lymphoblastic leukemia,HGNC:23063,NUDT15,Candidate gene tested in,Not yet assessed
98634,GARD:0003026,Iridogoniodysgenesis type 2,91483,Rieger anomaly,HGNC:9005,PITX2,Disease-causing germline mutation(s) in,Assessed
685,GARD:0006637,Hereditary spastic paraplegia,101010,Autosomal spastic paraplegia type 30,HGNC:888,KIF1A,Disease-causing germline mutation(s) in,Assessed
97242,GARD:0009138,Congenital muscular dystrophy,370997,Muscle-eye-brain disease with bilateral multicystic leucodystrophy,HGNC:2666,DAG1,Disease-causing germline mutation(s) in,Assessed
79373,GARD:0006317,Ectodermal dysplasia,1810,Autosomal dominant hypohidrotic ectodermal dysplasia,HGNC:12036,TRAF6,Disease-causing germline mutation(s) in,Assessed
2467,GARD:0008616,Systemic mastocytosis,98850,Aggressive systemic mastocytosis,HGNC:10783,SRSF2,Disease-causing somatic mutation(s) in,Assessed
1329,GARD:0001454,Complete atrioventricular canal,99068,Complete atrioventricular septal defect-tetralogy of Fallot,HGNC:4173,GATA4,Disease-causing germline mutation(s) in,Assessed
166,GARD:0006034,Charcot-Marie-Tooth disease,447964,Autosomal dominant Charcot-Marie-Tooth disease type 2V,HGNC:7632,NAGLU,Disease-causing germline mutation(s) in,Assessed
755,GARD:0003244,Leydig cell hypoplasia,96265,Leydig cell hypoplasia due to complete LH resistance,HGNC:6585,LHCGR,Disease-causing germline mutation(s) (loss of function) in,Assessed
519,GARD:0012757,Acute myeloid leukemia ,589595,Mixed phenotype acute leukemia with t(v;11q23.3),HGNC:7132,KMT2A,Part of a fusion gene in,Assessed
2162,GARD:0006665,Holoprosencephaly,93926,Midline interhemispheric variant of holoprosencephaly,HGNC:4165,GAS1,Disease-causing germline mutation(s) in,Assessed
68356,GARD:0006895,Leukodystrophy,157719,Juvenile or adult CACH syndrome,HGNC:3259,EIF2B3,Disease-causing germline mutation(s) in,Assessed
733,GARD:0006408,Familial adenomatous polyposis,261584,Familial adenomatous polyposis due to 5q22.2 microdeletion,HGNC:583,APC,Role in the phenotype of,Assessed
544,GARD:0003178,Diffuse Large B-Cell Lymphoma,364043,ALK-positive large B-cell lymphoma,HGNC:427,ALK,Part of a fusion gene in,Not yet assessed
398934,GARD:0009362,Ovarian epithelial cancer,213504,Adenocarcinoma of ovary,HGNC:6066,INHBA,Disease-causing germline mutation(s) in,Assessed
2415,GARD:0009789,Lymphatic malformations,99141,Lymphedema-posterior choanal atresia syndrome,HGNC:9647,PTPN14,Disease-causing germline mutation(s) (loss of function) in,Assessed
2346,GARD:0003122,Klippel-Trenaunay syndrome,90308,Klippel-Trénaunay syndrome,HGNC:24684,AGGF1,Major susceptibility factor in,Assessed
68356,GARD:0006895,Leukodystrophy,99853,Ovarioleukodystrophy,HGNC:3257,EIF2B1,Disease-causing germline mutation(s) in,Assessed
182067,GARD:0006513,Glioma,251579,Giant cell glioblastoma,HGNC:7797,NFKBIA,Biomarker tested in,Assessed
513,GARD:0000522,Acute lymphoblastic leukemia,99861,Precursor T-cell acute lymphoblastic leukemia,HGNC:12271,TRG,Candidate gene tested in,Not yet assessed
519,GARD:0012757,Acute myeloid leukemia ,370026,Acute myeloid leukemia with t(8;16)(p11;p13) translocation,HGNC:13013,KAT6A,Part of a fusion gene in,Assessed
97245,GARD:0005898,Myopathy congenital,447974,Klippel-Feil anomaly-myopathy-facial dysmorphism syndrome,HGNC:18150,MYO18B,Disease-causing germline mutation(s) (loss of function) in,Assessed
3242,GARD:0009509,Renpenning syndrome,93947,"X-linked intellectual disability, Golabi-Ito-Hall type",HGNC:9330,PQBP1,Disease-causing germline mutation(s) in,Assessed
355,GARD:0008233,Gaucher disease,2072,Gaucher disease-ophthalmoplegia-cardiovascular calcification syndrome,HGNC:4177,GBA,Disease-causing germline mutation(s) in,Assessed
2134,GARD:0008702,Atypical hemolytic uremic syndrome,544472,Atypical hemolytic uremic syndrome with complement gene abnormality,HGNC:6953,CD46,Disease-causing germline mutation(s) in,Assessed
519,GARD:0012757,Acute myeloid leukemia ,102724,Acute myeloid leukemia with t(8;21)(q22;q22) translocation,HGNC:3765,FLT3,Biomarker tested in,Assessed
94075,GARD:0008689,Autoimmune enteropathy,445018,Combined immunodeficiency due to LRBA deficiency,HGNC:1742,LRBA,Disease-causing germline mutation(s) (loss of function) in,Assessed
813,GARD:0004870,Russell-Silver syndrome,397590,Silver-Russell syndrome due to a point mutation,HGNC:5466,IGF2,Disease-causing germline mutation(s) in,Assessed
513,GARD:0009240,Childhood acute lymphoblastic leukemia,585877,B-lymphoblastic leukemia/lymphoma with recurrent genetic abnormality,HGNC:11998,TP53,Major susceptibility factor in,Assessed
828,GARD:0010782,Stickler syndrome,90654,Stickler syndrome type 2,HGNC:2186,COL11A1,Disease-causing germline mutation(s) in,Assessed
685,GARD:0006637,Hereditary spastic paraplegia,171863,Autosomal dominant spastic paraplegia type 42,HGNC:95,SLC33A1,Disease-causing germline mutation(s) in,Assessed
442,GARD:0001487,Congenital hypothyroidism,238670,Isolated thyrotropin-releasing hormone deficiency,HGNC:12298,TRH,Candidate gene tested in,Not yet assessed
407,GARD:0007219,Glycine encephalopathy,289857,Neonatal glycine encephalopathy,HGNC:473,AMT,Disease-causing germline mutation(s) (loss of function) in,Assessed
53739,GARD:0012683,Distal hereditary motor neuropathy,139525,Distal hereditary motor neuropathy type 2,HGNC:5246,HSPB1,Disease-causing germline mutation(s) in,Assessed
98292,GARD:0006987,Mastocytosis,98850,Aggressive systemic mastocytosis,HGNC:25941,TET2,Disease-causing somatic mutation(s) in,Assessed
513,GARD:0000522,Acute lymphoblastic leukemia,99861,Precursor T-cell acute lymphoblastic leukemia,HGNC:7879,CNOT3,Disease-causing somatic mutation(s) in,Not yet assessed
157,GARD:0001121,Carnitine palmitoyltransferase 2 deficiency,228305,"Carnitine palmitoyl transferase II deficiency, severe infantile form",HGNC:2330,CPT2,Disease-causing germline mutation(s) in,Assessed
799,GARD:0000166,Schizencephaly,481986,Familial schizencephaly,HGNC:2202,COL4A1,Disease-causing germline mutation(s) in,Assessed
289573,GARD:0012632,Multiple mitochondrial dysfunctions syndrome,457406,Multiple mitochondrial dysfunctions syndrome type 4,HGNC:19857,ISCA2,Disease-causing germline mutation(s) in,Assessed
68356,GARD:0006895,Leukodystrophy,597874,MTHFS-related developmental delay-microcephaly-short stature-epilepsy syndrome,HGNC:7437,MTHFS,Disease-causing germline mutation(s) in,Assessed
182067,GARD:0006513,Glioma,251615,Pilomyxoid astrocytoma,HGNC:3688,FGFR1,Disease-causing somatic mutation(s) in,Assessed
437,GARD:0006735,Hypophosphatemic rickets,93623,Dent disease type 2,HGNC:8108,OCRL,Disease-causing germline mutation(s) (loss of function) in,Assessed
182067,GARD:0006513,Glioma,251671,Angiocentric glioma,HGNC:7545,MYB,Part of a fusion gene in,Assessed
823,GARD:0007673,Spina bifida,268762,Cervical spina bifida cystica,HGNC:15511,VANGL2,Major susceptibility factor in,Assessed
685,GARD:0006637,Hereditary spastic paraplegia,401785,Autosomal recessive spastic paraplegia type 62,HGNC:16947,ERLIN1,Disease-causing germline mutation(s) in,Assessed
331223,GARD:0010956,Hyper IgE syndrome,443811,PGM3-CDG,HGNC:8907,PGM3,Disease-causing germline mutation(s) in,Assessed
757,GARD:0004553,Pseudohypoaldosteronism type 2,88939,Pseudohypoaldosteronism type 2B,HGNC:14544,WNK4,Disease-causing germline mutation(s) in,Assessed
247,GARD:0005847,Arrhythmogenic right ventricular cardiomyopathy,293888,"Familial isolated arrhythmogenic ventricular dysplasia, left dominant form",HGNC:9024,PKP2,Disease-causing germline mutation(s) in,Assessed
79373,GARD:0006317,Ectodermal dysplasia,423454,Nail and teeth abnormalities-marginal palmoplantar keratoderma-oral hyperpigmentation syndrome,HGNC:2799,GRHL2,Disease-causing germline mutation(s) in,Assessed
685,GARD:0006637,Hereditary spastic paraplegia,447753,Autosomal dominant spastic paraplegia type 9A,HGNC:26222,FAR1,Disease-causing germline mutation(s) in,Assessed
519,GARD:0012757,Acute myeloid leukemia ,402017,Acute myeloid leukemia with t(9;11)(p22;q23),HGNC:7132,KMT2A,Part of a fusion gene in,Assessed
209,GARD:0006227,Cutis laxa,221145,"Cutis laxa with severe pulmonary, gastrointestinal and urinary anomalies",HGNC:6717,LTBP4,Disease-causing germline mutation(s) (loss of function) in,Assessed
2162,GARD:0006665,Holoprosencephaly,93926,Midline interhemispheric variant of holoprosencephaly,HGNC:2908,DLL1,Disease-causing germline mutation(s) in,Assessed
748,GARD:0012977,Mendelian susceptibility to mycobacterial diseases,319600,Mendelian susceptibility to mycobacterial diseases due to partial IRF8 deficiency,HGNC:5358,IRF8,Disease-causing germline mutation(s) in,Assessed
513,GARD:0000522,Acute lymphoblastic leukemia,99861,Precursor T-cell acute lymphoblastic leukemia,HGNC:10760,SET,Part of a fusion gene in,Assessed
79225,GARD:0007672,Sphingolipidosis,206436,Infantile Krabbe disease,HGNC:4115,GALC,Disease-causing germline mutation(s) in,Assessed
137,GARD:0010307,Congenital disorders of glycosylation,445110,Limb-girdle muscular dystrophy due to POMK deficiency,HGNC:26267,POMK,Disease-causing germline mutation(s) (loss of function) in,Assessed
137,GARD:0010307,Congenital disorders of glycosylation,247262,Hyperphosphatasia-intellectual disability syndrome,HGNC:28213,PIGY,Disease-causing germline mutation(s) (loss of function) in,Assessed
3148,GARD:0008211,Neurofibrosarcoma,252212,Malignant triton tumor,HGNC:23664,SH3PXD2A,Part of a fusion gene in,Assessed
112,GARD:0005893,Bartter syndrome,93604,Antenatal Bartter syndrome,HGNC:10910,SLC12A1,Disease-causing germline mutation(s) (loss of function) in,Assessed
444116,GARD:0006611,Hereditary amyloidosis,324718,ABetaA21G amyloidosis,HGNC:620,APP,Disease-causing germline mutation(s) in,Assessed
166,GARD:0006034,Charcot-Marie-Tooth disease,320406,Spastic paraplegia-optic atrophy-neuropathy syndrome,HGNC:3760,FLRT1,Disease-causing germline mutation(s) in,Assessed
