@id,OrphaCode,curie,label,genes_Id,genes_curie,genes_source_curie,genes_source_label,genes_gene_symbol,genes_association_type,genes_source_validation,genes_gene_sfdc_id
18666,209905,GARD:0012163,Brain-lung-thyroid syndrome,a0ht000000AYfSuAAL,HGNC:11825,ORPHA:209905,,NKX2-1,Disease-causing germline mutation(s) in,Assessed,
1738,1606,GARD:0006082,Chromosome 1p36 deletion syndrome,a0ht000000AYdyrAAD,HGNC:9965,ORPHA:1606,,RERE,Role in the phenotype of,Assessed,
8726,588,GARD:0000156,Muscle eye brain disease,,HGNC:19139,ORPHA:588,,POMGNT1,Disease-causing germline mutation(s) (loss of function) in,Assessed,
519,2318,GARD:0009455,Joubert syndrome with oculorenal anomalies,,HGNC:37234,ORPHA:2318,,TMEM231,Disease-causing germline mutation(s) in,Assessed,
11527,79501,GARD:0003103,Punctate palmoplantar keratoderma type I,a0ht000000AYdyFAAT,HGNC:2191,ORPHA:79501,,COL14A1,Disease-causing germline mutation(s) in,Assessed,
14618,100045,GARD:0012439,Autosomal dominant intermediate Charcot-Marie-Tooth disease type C,a0ht000000AYfdHAAT,HGNC:12840,ORPHA:100045,,YARS1,Disease-causing germline mutation(s) in,Assessed,
1297,978,GARD:0000384,ADULT syndrome,a0ht000000AYdq3AAD,HGNC:15979,ORPHA:978,,TP63,Disease-causing germline mutation(s) in,Assessed,
631,1020,GARD:0000632,Familial Alzheimer disease,,HGNC:9508,ORPHA:1020,,PSEN1,Disease-causing germline mutation(s) in,Assessed,
12281,93347,GARD:0009657,Anauxetic dysplasia,a0ht000000AYfEdAAL,HGNC:10031,ORPHA:93347,,RMRP,Disease-causing germline mutation(s) in,Assessed,
10453,39044,GARD:0008621,Intraocular melanoma,a0ht000000AYf45AAD,HGNC:4390,ORPHA:39044,,GNAQ,Disease-causing somatic mutation(s) in,Assessed,
10750,54260,GARD:0010985,Left ventricular noncompaction,a0ht000000AYfYfAAL,HGNC:7577,ORPHA:54260,,MYH7,Disease-causing germline mutation(s) in,Assessed,
17793,168796,GARD:0009846,"Heart-hand syndrome, Slovenian type",a0ht000000AYf7uAAD,HGNC:6636,ORPHA:168796,,LMNA,Disease-causing germline mutation(s) in,Assessed,
14005,98988,GARD:0001140,Early-onset anterior polar cataract,a0ht000000AYdnsAAD,HGNC:2395,ORPHA:98988,,CRYBA2,Disease-causing germline mutation(s) in,Assessed,
519,2318,GARD:0009455,Joubert syndrome with oculorenal anomalies,,HGNC:25018,ORPHA:2318,,TMEM216,Disease-causing germline mutation(s) in,Assessed,
12138,91387,GARD:0002249,Familial thoracic aortic aneurysm and aortic dissection,,HGNC:4881,ORPHA:91387,,HEY2,Disease-causing germline mutation(s) (loss of function) in,Assessed,
236,774,GARD:0009901,Hereditary hemorrhagic telangiectasia type 2,,HGNC:6770,ORPHA:774,,SMAD4,Disease-causing germline mutation(s) in,Assessed,
236,774,GARD:0006626,Hereditary hemorrhagic telangiectasia,,HGNC:4217,ORPHA:774,,GDF2,Disease-causing germline mutation(s) in,Assessed,
542,570,GARD:0008549,Moebius syndrome,a0ht000000AYf2ZAAT,HGNC:9968,ORPHA:570,,REV3L,Disease-causing germline mutation(s) in,Assessed,
2584,2850,GARD:0000612,Alopecia-intellectual disability syndrome,a0ht000000AYdo5AAD,HGNC:6161,ORPHA:2850,,ITGB6,Disease-causing germline mutation(s) in,Assessed,
3243,65,GARD:0000634,Leber congenital amaurosis,,HGNC:20423,ORPHA:65,,SPATA7,Disease-causing germline mutation(s) in,Assessed,
8738,404,GARD:0002789,Familial hyperaldosteronism type 2,,HGNC:2020,ORPHA:404,,CLCN2,Disease-causing germline mutation(s) in,Assessed,
8559,520,GARD:0000538,Acute promyelocytic leukemia,a0ht000000AYdwAAAT,HGNC:12930,ORPHA:520,,ZBTB16,Part of a fusion gene in,Assessed,
240,192,GARD:0006123,Coffin-Lowry syndrome,a0ht000000AYehUAAT,HGNC:10432,ORPHA:192,,RPS6KA3,Disease-causing germline mutation(s) in,Assessed,
876,397,GARD:0009615,Giant cell arteritis,,HGNC:8547,ORPHA:397,,P4HA2,Major susceptibility factor in,Assessed,
889,1934,GARD:0009255,Early Infantile Epileptic Encephalopathy,a0ht000000AYf9SAAT,HGNC:11411,ORPHA:1934,,CDKL5,Disease-causing germline mutation(s) in,Assessed,
10856,64752,GARD:0012328,Hereditary sensory and autonomic neuropathy type V,,HGNC:7808,ORPHA:64752,,NGF,Disease-causing germline mutation(s) in,Assessed,
11434,79408,GARD:0006308,Severe generalized recessive dystrophic epidermolysis bullosa,a0ht000000AYekAAAT,HGNC:2214,ORPHA:79408,,COL7A1,Disease-causing germline mutation(s) (loss of function) in,Assessed,
14011,98994,GARD:0001159,"Cataract, total congenital",a0ht000000AYe2fAAD,HGNC:2398,ORPHA:98994,,CRYBB2,Disease-causing germline mutation(s) in,Assessed,
10676,51636,GARD:0009297,WHIM syndrome,a0ht000000AYfAJAA1,HGNC:2561,ORPHA:51636,,CXCR4,Disease-causing germline mutation(s) (gain of function) in,Assessed,
783,171,GARD:0001280,Primary sclerosing cholangitis,a0ht000000AYdpzAAD,HGNC:4492,ORPHA:171,,GPR35,Major susceptibility factor in,Assessed,
12169,93114,GARD:0012011,Autosomal dominant intermediate Charcot-Marie-Tooth disease type E,a0ht000000AYfUJAA1,HGNC:23791,ORPHA:93114,,INF2,Disease-causing germline mutation(s) in,Assessed,
838,2312,GARD:0003304,Lucey-Driscoll syndrome,a0ht000000AYeFcAAL,HGNC:12530,ORPHA:2312,,UGT1A1,Candidate gene tested in,Not yet assessed,
1473,109,GARD:0005887,Bannayan-Riley-Ruvalcaba syndrome,a0ht000000AYeOGAA1,HGNC:9588,ORPHA:109,,PTEN,Disease-causing germline mutation(s) in,Assessed,
13779,98762,GARD:0010476,Spinocerebellar ataxia 12,a0ht000000AYfPFAA1,HGNC:9305,ORPHA:98762,,PPP2R2B,Disease-causing germline mutation(s) in,Assessed,
225,912,GARD:0007917,Zellweger syndrome,a0ht000000AYexSAAT,HGNC:8857,ORPHA:912,,PEX16,Disease-causing germline mutation(s) in,Assessed,
11171,79145,GARD:0009775,Dowling-Degos disease,a0ht000000AYfEmAAL,HGNC:22954,ORPHA:79145,,POGLUT1,Disease-causing germline mutation(s) in,Assessed,
12241,93304,GARD:0010429,Brachyolmia type 3,a0ht000000AYfQoAAL,HGNC:18083,ORPHA:93304,,TRPV4,Disease-causing germline mutation(s) (gain of function) in,Assessed,
14774,101063,GARD:0004883,Situs inversus,a0ht000000AYeWuAAL,HGNC:26530,ORPHA:101063,,CFAP53,Disease-causing germline mutation(s) in,Assessed,
3384,145,GARD:0012352,BRCA2 hereditary breast and ovarian cancer syndrome,,HGNC:7652,ORPHA:145,,NBN,Candidate gene tested in,Not yet assessed,
3384,145,GARD:0012352,BRCA2 hereditary breast and ovarian cancer syndrome,,HGNC:20473,ORPHA:145,,BRIP1,Candidate gene tested in,Not yet assessed,
167,104,GARD:0006870,Leber hereditary optic neuropathy,a0ht000000AYgZBAA1,HGNC:7414,ORPHA:104,,MT-ATP6,Disease-causing germline mutation(s) in,Assessed,
370,626,GARD:0002469,Giant congenital nevus,,HGNC:7989,ORPHA:626,,NRAS,Disease-causing somatic mutation(s) in,Assessed,
12587,95428,GARD:0012411,COG8-CDG (CDG-IIh),a0ht000000AYfUKAA1,HGNC:18623,ORPHA:95428,,COG8,Disease-causing germline mutation(s) in,Assessed,
11183,79157,GARD:0010322,2-methylbutyryl-CoA dehydrogenase deficiency,a0ht000000AYfOnAAL,HGNC:91,ORPHA:79157,,ACADSB,Disease-causing germline mutation(s) (loss of function) in,Assessed,
1023,392,GARD:0006666,Holt-Oram syndrome,a0ht000000AYelXAAT,HGNC:11604,ORPHA:392,,TBX5,Disease-causing germline mutation(s) in,Assessed,
8592,334,GARD:0009740,Familial atrial fibrillation,a0ht000000AYfG2AAL,HGNC:7939,ORPHA:334,,NPPA,Disease-causing germline mutation(s) in,Assessed,
265,313,GARD:0010803,Lamellar ichthyosis,a0ht000000AYfWJAA1,HGNC:26820,ORPHA:313,,CYP4F22,Disease-causing germline mutation(s) in,Assessed,
8756,25980,GARD:0003892,X-linked myopathy with excessive autophagy,a0ht000000AYe7VAAT,HGNC:22082,ORPHA:25980,,VMA21,Disease-causing germline mutation(s) in,Assessed,
2075,2189,GARD:0006683,Hydrolethalus syndrome,a0ht000000AYenEAAT,HGNC:26558,ORPHA:2189,,HYLS1,Disease-causing germline mutation(s) in,Assessed,
12482,93921,GARD:0004768,Schwannomatosis,a0ht000000AYeVdAAL,HGNC:20233,ORPHA:93921,,COQ6,Major susceptibility factor in,Assessed,
1030,2495,GARD:0007015,Meningioma,,HGNC:391,ORPHA:2495,,AKT1,Disease-causing germline mutation(s) in,Assessed,
367,610,GARD:0000873,Bethlem myopathy,a0ht000000AYe02AAD,HGNC:2188,ORPHA:610,,COL12A1,Disease-causing germline mutation(s) (gain of function) in,Assessed,
1644,1454,GARD:0001410,COACH syndrome,a0ht000000AYe4wAAD,HGNC:21474,ORPHA:1454,,INPP5E,Disease-causing germline mutation(s) in,Assessed,
7029,2032,GARD:0008609,Idiopathic pulmonary fibrosis,a0ht000000AYggqAAD,HGNC:26200,ORPHA:2032,,STN1,Major susceptibility factor in,Assessed,
11615,84090,GARD:0009914,Glomerulopathy with fibronectin deposits 2,,HGNC:3778,ORPHA:84090,,FN1,Disease-causing germline mutation(s) in,Assessed,
18028,178469,GARD:0012107,Autosomal dominant non-syndromic intellectual disability,a0ht000000AYfahAAD,HGNC:1461,ORPHA:178469,,CAMK2B,Disease-causing germline mutation(s) in,Assessed,
3257,766,GARD:0007514,Pyruvate kinase deficiency,a0ht000000AYeTWAA1,HGNC:9020,ORPHA:766,,PKLR,Disease-causing germline mutation(s) in,Assessed,
14362,99789,GARD:0001807,"Dentin dysplasia, type 1",a0ht000000AYe4yAAD,HGNC:3054,ORPHA:99789,,DSPP,Disease-causing germline mutation(s) in,Assessed,
8592,334,GARD:0009740,Familial atrial fibrillation,a0ht000000AYfFlAAL,HGNC:60,ORPHA:334,,ABCC9,Candidate gene tested in,Not yet assessed,
11772,86884,GARD:0010193,Subcutaneous panniculitis-like T-cell lymphoma,a0ht000000AYfCrAAL,HGNC:18437,ORPHA:86884,,HAVCR2,Disease-causing germline mutation(s) in,Assessed,
167,104,GARD:0006870,Leber hereditary optic neuropathy,a0ht000000AYgZHAA1,HGNC:7459,ORPHA:104,,MT-ND4,Disease-causing germline mutation(s) in,Assessed,
18028,178469,GARD:0012107,Autosomal dominant non-syndromic intellectual disability,a0ht000000AYfaQAAT,HGNC:2460,ORPHA:178469,,CSNK2B,Disease-causing germline mutation(s) (loss of function) in,Assessed,
265,313,GARD:0010803,Lamellar ichthyosis,,HGNC:13743,ORPHA:313,,ALOXE3,Disease-causing germline mutation(s) in,Assessed,
10987,71212,GARD:0009870,3-alpha hydroxyacyl-CoA dehydrogenase deficiency,,HGNC:4799,ORPHA:71212,,HADH,Disease-causing germline mutation(s) in,Assessed,
23427,442835,GARD:0012901,Early infantile epileptic encephalopathy 25,,HGNC:30563,ORPHA:442835,,PARS2,Disease-causing germline mutation(s) in,Assessed,
3758,668,GARD:0007284,Osteosarcoma,,HGNC:11998,ORPHA:668,,TP53,Disease-causing somatic mutation(s) in,Assessed,
8022,130,GARD:0001030,Brugada syndrome,,HGNC:10599,ORPHA:130,,SCNN1A,Disease-causing germline mutation(s) in,Assessed,
23427,442835,GARD:0012901,Early infantile epileptic encephalopathy 25,,HGNC:6220,ORPHA:442835,,KCNA2,Disease-causing germline mutation(s) (loss of function) in,Assessed,
10799,60030,GARD:0010788,Loeys-Dietz syndrome,,HGNC:11772,ORPHA:60030,,TGFBR1,Disease-causing germline mutation(s) in,Assessed,
18028,178469,GARD:0012107,Autosomal dominant non-syndromic intellectual disability,,HGNC:17992,ORPHA:178469,,TRPM3,Disease-causing germline mutation(s) in,Assessed,
321,1465,GARD:0006124,Coffin-Siris syndrome,a0ht000000AYei0AAD,HGNC:11109,ORPHA:1465,,SMARCE1,Disease-causing germline mutation(s) in,Assessed,
23427,442835,GARD:0012901,Early infantile epileptic encephalopathy 25,,HGNC:2972,ORPHA:442835,,DNM1,Disease-causing germline mutation(s) in,Assessed,
65,597,GARD:0006014,Central core disease,a0ht000000AYeEDAA1,HGNC:10483,ORPHA:597,,RYR1,Disease-causing germline mutation(s) in,Assessed,
12434,93601,GARD:0005621,Xanthinuria type 1,a0ht000000AYebTAAT,HGNC:12805,ORPHA:93601,,XDH,Disease-causing germline mutation(s) in,Assessed,
18037,178509,GARD:0010453,Perry syndrome,a0ht000000AYfRLAA1,HGNC:2711,ORPHA:178509,,DCTN1,Disease-causing germline mutation(s) in,Assessed,
18028,178469,GARD:0012107,Autosomal dominant non-syndromic intellectual disability,a0ht000000AYfaaAAD,HGNC:4584,ORPHA:178469,,GRIN1,Disease-causing germline mutation(s) in,Assessed,
8022,130,GARD:0001030,Brugada syndrome,a0ht000000AYe1CAAT,HGNC:6241,ORPHA:130,,KCNE5,Candidate gene tested in,Not yet assessed,
894,3451,GARD:0007887,West syndrome,a0ht000000AYewKAAT,HGNC:28912,ORPHA:3451,,WDR45,Disease-causing germline mutation(s) in,Assessed,
23427,442835,GARD:0012901,Early infantile epileptic encephalopathy 25,,HGNC:23089,ORPHA:442835,,SLC13A5,Disease-causing germline mutation(s) in,Assessed,
8022,130,GARD:0001030,Brugada syndrome,a0ht000000AYe0yAAD,HGNC:1390,ORPHA:130,,CACNA1C,Disease-causing germline mutation(s) in,Assessed,
14122,99105,GARD:0010696,Atrial septal defect sinus venosus,a0ht000000AYfQGAA1,HGNC:1987,ORPHA:99105,,CITED2,Disease-causing germline mutation(s) in,Assessed,
894,3451,GARD:0007887,West syndrome,a0ht000000AYewPAAT,HGNC:11273,ORPHA:3451,,SPTAN1,Disease-causing germline mutation(s) in,Assessed,
429,124,GARD:0006274,Diamond-Blackfan anemia,a0ht000000AYejOAAT,HGNC:10310,ORPHA:124,,RPL18,Disease-causing germline mutation(s) in,Assessed,
183,637,GARD:0007193,Neurofibromatosis type 2,,HGNC:7773,ORPHA:637,,NF2,Disease-causing germline mutation(s) in,Assessed,
167,104,GARD:0006870,Leber hereditary optic neuropathy,,HGNC:16410,ORPHA:104,,DNAJC30,Disease-causing germline mutation(s) (loss of function) in,Assessed,
11079,75382,GARD:0010118,Oguchi disease,a0ht000000AYfLvAAL,HGNC:10013,ORPHA:75382,,GRK1,Disease-causing germline mutation(s) (loss of function) in,Assessed,
8652,659,GARD:0004075,Olmsted syndrome,a0ht000000AYeQKAA1,HGNC:18084,ORPHA:659,,TRPV3,Disease-causing germline mutation(s) (gain of function) in,Assessed,
18028,178469,GARD:0012107,Autosomal dominant non-syndromic intellectual disability,a0ht000000AYfaJAAT,HGNC:10760,ORPHA:178469,,SET,Disease-causing germline mutation(s) in,Assessed,
8592,334,GARD:0009740,Familial atrial fibrillation,a0ht000000AYfFwAAL,HGNC:7585,ORPHA:334,,MYL4,Disease-causing germline mutation(s) in,Assessed,
11185,79159,GARD:0010223,Isobutyryl-CoA dehydrogenase deficiency,a0ht000000AYfLwAAL,HGNC:87,ORPHA:79159,,ACAD8,Disease-causing germline mutation(s) (loss of function) in,Assessed,
7029,2032,GARD:0008609,Idiopathic pulmonary fibrosis,a0ht000000AYf3pAAD,HGNC:18648,ORPHA:2032,,DPP9,Major susceptibility factor in,Assessed,
24102,466026,GARD:0006520,Glucose-6-phosphate dehydrogenase deficiency,,HGNC:4057,ORPHA:466026,,G6PD,Disease-causing germline mutation(s) in,Assessed,
18028,178469,GARD:0012107,Autosomal dominant non-syndromic intellectual disability,a0ht000000AYfaMAAT,HGNC:6299,ORPHA:178469,,KCNQ5,Disease-causing germline mutation(s) in,Assessed,
18028,178469,GARD:0012107,Autosomal dominant non-syndromic intellectual disability,a0ht000000AYfaXAAT,HGNC:4586,ORPHA:178469,,GRIN2B,Disease-causing germline mutation(s) in,Assessed,
8592,334,GARD:0009740,Familial atrial fibrillation,a0ht000000AYfG3AAL,HGNC:20665,ORPHA:334,,SCN3B,Disease-causing germline mutation(s) (loss of function) in,Assessed,
23427,442835,GARD:0012901,Early infantile epileptic encephalopathy 25,,HGNC:19701,ORPHA:442835,,CNKSR2,Disease-causing germline mutation(s) in,Assessed,
23427,442835,GARD:0012901,Early infantile epileptic encephalopathy 25,,HGNC:19338,ORPHA:442835,,CDK19,Disease-causing germline mutation(s) in,Assessed,
225,912,GARD:0007917,Zellweger syndrome,a0ht000000AYexRAAT,HGNC:8856,ORPHA:912,,PEX14,Disease-causing germline mutation(s) in,Assessed,
3384,145,GARD:0012351,BRCA1 hereditary breast and ovarian cancer syndrome,a0ht000000AYfbxAAD,HGNC:1101,ORPHA:145,,BRCA2,Disease-causing germline mutation(s) (loss of function) in,Assessed,
7029,2032,GARD:0008609,Idiopathic pulmonary fibrosis,a0ht000000AYf3iAAD,HGNC:11727,ORPHA:2032,,TERC,Major susceptibility factor in,Assessed,
167,104,GARD:0006870,Leber hereditary optic neuropathy,a0ht000000AYgfvAAD,HGNC:7456,ORPHA:104,,MT-ND2,Disease-causing germline mutation(s) in,Assessed,
14364,99791,GARD:0001806,"Dentin dysplasia, coronal",a0ht000000AYe8uAAD,HGNC:3054,ORPHA:99791,,DSPP,Disease-causing germline mutation(s) in,Assessed,
10874,65684,GARD:0009697,Monomelic amyotrophy,a0ht000000AYgaaAAD,HGNC:25801,ORPHA:65684,,CPLANE1,Major susceptibility factor in,Assessed,
410,44,GARD:0000559,Neonatal adrenoleukodystrophy,a0ht000000AYdwiAAD,HGNC:9713,ORPHA:44,,PEX19,Disease-causing germline mutation(s) in,Assessed,
3051,3472,GARD:0000331,Yunis-Varon syndrome,a0ht000000AYdsoAAD,HGNC:16873,ORPHA:3472,,FIG4,Disease-causing germline mutation(s) (loss of function) in,Assessed,
2497,661,GARD:0008535,Congenital central hypoventilation syndrome,a0ht000000AYf2NAAT,HGNC:1033,ORPHA:661,,BDNF,Candidate gene tested in,Not yet assessed,
11566,83419,GARD:0000198,Spinal muscular atrophy type 3,a0ht000000AYdqaAAD,HGNC:11118,ORPHA:83419,,SMN2,Modifying germline mutation in,Assessed,
265,313,GARD:0003170,Ichthyosis lamellar 1,,HGNC:23452,ORPHA:313,,LIPN,Disease-causing germline mutation(s) in,Assessed,
3294,746,GARD:0003684,Mitochondrial trifunctional protein deficiency,a0ht000000AYeMsAAL,HGNC:4801,ORPHA:746,,HADHA,Disease-causing germline mutation(s) in,Assessed,
1438,1180,GARD:0000944,Ataxia - hypogonadism - choroidal dystrophy,a0ht000000AYe0JAAT,HGNC:16268,ORPHA:1180,,PNPLA6,Disease-causing germline mutation(s) in,Assessed,
18682,210110,GARD:0004156,Osteopetrosis autosomal recessive 6,a0ht000000AYe4OAAT,HGNC:11647,ORPHA:210110,,TCIRG1,Disease-causing germline mutation(s) in,Assessed,
12253,93316,GARD:0000504,Spondylometaphyseal dysplasia Algerian type,a0ht000000AYdveAAD,HGNC:2200,ORPHA:93316,,COL2A1,Disease-causing germline mutation(s) in,Assessed,
2320,2508,GARD:0004528,Proud syndrome,a0ht000000AYeTwAAL,HGNC:18060,ORPHA:2508,,ARX,Disease-causing germline mutation(s) in,Assessed,
12413,93571,GARD:0008555,Dense deposit disease,a0ht000000AYf2oAAD,HGNC:4888,ORPHA:93571,,CFHR1,Disease-causing germline mutation(s) in,Assessed,
17908,171436,GARD:0012822,Typical congenital nemaline myopathy,a0ht000000AYfSNAA1,HGNC:1875,ORPHA:171436,,CFL2,Disease-causing germline mutation(s) in,Assessed,
14459,99886,GARD:0001839,Transient neonatal diabetes mellitus,a0ht000000AYe95AAD,HGNC:6257,ORPHA:99886,,KCNJ11,Disease-causing germline mutation(s) in,Assessed,
12291,93360,GARD:0009866,Spondyloepimetaphyseal dysplasia with multiple dislocations,a0ht000000AYfHGAA1,HGNC:6391,ORPHA:93360,,KIF22,Disease-causing germline mutation(s) in,Assessed,
894,3451,GARD:0007887,West syndrome,a0ht000000AYewVAAT,HGNC:25799,ORPHA:3451,,GUF1,Disease-causing germline mutation(s) in,Assessed,
14459,99886,GARD:0001839,Transient neonatal diabetes mellitus,a0ht000000AYe94AAD,HGNC:59,ORPHA:99886,,ABCC8,Disease-causing germline mutation(s) in,Assessed,
473,239,GARD:0006295,Dyggve-Melchior-Clausen syndrome,a0ht000000AYejkAAD,HGNC:21317,ORPHA:239,,DYM,Disease-causing germline mutation(s) (loss of function) in,Assessed,
230,893,GARD:0005528,WAGR syndrome,,HGNC:8620,ORPHA:893,,PAX6,Role in the phenotype of,Assessed,
14704,100993,GARD:0009586,Spastic paraplegia 12,a0ht000000AYfD5AAL,HGNC:10468,ORPHA:100993,,RTN2,Disease-causing germline mutation(s) in,Assessed,
19649,251576,GARD:0005653,Gliosarcoma,a0ht000000AYebsAAD,HGNC:3688,ORPHA:251576,,FGFR1,Part of a fusion gene in,Assessed,
23427,442835,GARD:0012901,Early infantile epileptic encephalopathy 25,,HGNC:1388,ORPHA:442835,,CACNA1A,Disease-causing germline mutation(s) in,Assessed,
7029,2032,GARD:0008609,Idiopathic pulmonary fibrosis,a0ht000000AYf3jAAD,HGNC:7516,ORPHA:2032,,MUC5B,Major susceptibility factor in,Assessed,
16999,140922,GARD:0012534,Limb-girdle muscular dystrophy type 2J,a0ht000000AYfe5AAD,HGNC:12403,ORPHA:140922,,TTN,Disease-causing germline mutation(s) in,Assessed,
19649,251576,GARD:0005653,Gliosarcoma,a0ht000000AYeaxAAD,HGNC:7059,ORPHA:251576,,MGMT,Biomarker tested in,Assessed,
1668,1497,GARD:0012526,X-linked complicated corpus callosum agenesis,a0ht000000AYfCXAA1,HGNC:6470,ORPHA:1497,,L1CAM,Disease-causing germline mutation(s) in,Assessed,
11481,79455,GARD:0012687,Cutaneous mastocytoma,a0ht000000AYf0NAAT,HGNC:6342,ORPHA:79455,,KIT,Disease-causing germline mutation(s) in,Assessed,
796,274,GARD:0002470,Giant platelet syndrome,a0ht000000AYe0lAAD,HGNC:4440,ORPHA:274,,GP1BB,Disease-causing germline mutation(s) in,Assessed,
3384,145,GARD:0012351,BRCA1 hereditary breast and ovarian cancer syndrome,a0ht000000AYfbyAAD,HGNC:20473,ORPHA:145,,BRIP1,Candidate gene tested in,Not yet assessed,
3384,145,GARD:0012351,BRCA1 hereditary breast and ovarian cancer syndrome,a0ht000000AYfbzAAD,HGNC:16627,ORPHA:145,,CHEK2,Candidate gene tested in,Not yet assessed,
3384,145,GARD:0012351,BRCA1 hereditary breast and ovarian cancer syndrome,,HGNC:9816,ORPHA:145,,RAD50,Candidate gene tested in,Not yet assessed,
167,104,GARD:0006870,Leber hereditary optic neuropathy,a0ht000000AYeKCAA1,HGNC:7708,ORPHA:104,,NDUFS2,Disease-causing germline mutation(s) in,Assessed,
894,3451,GARD:0007887,West syndrome,a0ht000000AYewWAAT,HGNC:11968,ORPHA:3451,,CNPY3,Disease-causing germline mutation(s) in,Assessed,
14774,101063,GARD:0004883,Situs inversus,a0ht000000AYgXpAAL,HGNC:16053,ORPHA:101063,,CFAP52,Disease-causing germline mutation(s) in,Assessed,
2429,2658,GARD:0003223,Lenz Majewski hyperostotic dwarfism,a0ht000000AYe5gAAD,HGNC:9587,ORPHA:2658,,PTDSS1,Disease-causing germline mutation(s) (gain of function) in,Assessed,
